unique_id,url_len,ip_add,website_domain,registered_domain,https,js_len,js_obf_len,server_loc,most_visitors_loc,website_exist_time,unique_users_day
915448,25,82.248.174.73,com,complete,yes,88,46,Europe,Asia,322.8342179,712
517218,35,187.76.131.45,com,complete,no,193,57,Americas,Americas,94.88569682,701
865567,39,134.41.50.205,com,complete,yes,110,97,Americas,Africa,31.42951561,26
749393,26,50.12.124.76,org,complete,yes,203,59,Americas,Americas,263.1421335,1050
41234,38,212.108.40.100,com,incomplete,yes,162,68,Europe,Europe,142.3301281,436
11046,46,90.203.48.183,com,complete,no,78,21,Europe,Africa,271.4909026,2400
1006176,32,144.102.60.198,com,complete,no,157,84,Americas,Europe,114.6427187,479
932729,26,40.101.155.197,com,complete,no,231,62,Asia,Europe,40.53760078,56
718154,55,101.38.200.34,com,complete,yes,125,102,Asia,Oceania,11.79312218,77
957002,48,76.194.63.196,org,complete,no,56,74,Americas,Oceania,275.7345146,3972
821234,52,104.26.200.215,se,complete,yes,61,41,Americas,Europe,336.6589888,1606
1104676,31,101.193.73.68,com,incomplete,yes,192,36,Asia,Asia,182.0495155,960
436213,23,210.191.59.145,com,complete,yes,146,28,Asia,Americas,139.1145049,1747
397123,24,213.224.202.212,coop,complete,no,211,26,Europe,Europe,338.5738723,165
933630,57,63.89.98.53,net,complete,no,123,62,Americas,Europe,137.0073989,3560
1152443,18,120.204.19.168,net,complete,no,169,75,Asia,Americas,197.5963989,507
147956,25,105.25.42.68,net,complete,yes,229,40,Africa,Europe,267.7875865,584
357060,30,204.236.22.47,org,complete,no,238,36,Americas,Africa,104.3356849,535
366553,40,120.22.248.185,com,complete,yes,119,1,Oceania,Americas,210.1918879,472
3468,32,58.199.30.18,net,complete,yes,156,-3,Asia,Africa,328.4495783,17
902467,27,47.123.15.7,dk,complete,yes,178,45,Asia,Asia,23.08627945,156
1025600,24,9.182.5.213,com,complete,yes,207,40,Americas,Africa,213.6275158,431
520487,53,209.17.84.237,com,incomplete,yes,100,47,Americas,Asia,104.5226114,268
626507,30,165.156.25.238,com,complete,no,203,26,Americas,Africa,311.3120904,178
106512,33,32.173.74.247,net,complete,yes,84,41,Americas,Asia,281.243124,1574
110967,29,70.86.186.1,com,complete,yes,144,44,Americas,Asia,324.7494757,963
775734,47,9.140.81.27,com,complete,yes,221,22,Americas,Americas,163.6967662,88
874178,26,17.148.153.220,com,incomplete,yes,131,-17,Americas,Europe,296.084197,378
168344,34,60.237.152.57,com,incomplete,yes,224,33,Asia,Oceania,214.1317422,186
592848,23,216.210.152.186,com,complete,yes,101,88,Americas,Asia,277.5384623,674
413391,92,45.43.227.3,com,incomplete,no,494,445,Americas,Europe,85.06211264,334
1189193,29,116.14.180.55,com,complete,yes,158,17,Asia,Asia,344.989755,920
1151062,28,32.76.31.152,com,complete,no,130,62,Americas,Asia,2.330272414,5
312523,27,157.95.225.48,com,complete,yes,137,47,Americas,Oceania,178.5285959,551
663708,59,206.238.147.211,com,complete,yes,64,76,Americas,Africa,20.78653164,14
1031827,50,166.3.173.26,edu,complete,no,128,40,Americas,Oceania,48.05735388,53
505368,30,81.194.105.122,com,incomplete,yes,153,40,Europe,Europe,245.3331384,253
576919,24,174.200.43.137,com,complete,no,40,68,Americas,Asia,57.12741638,51
970440,31,101.125.69.144,com,incomplete,yes,189,70,Asia,Americas,140.4696579,50
674505,27,100.11.48.3,edu,complete,no,215,42,Americas,Americas,284.073925,1156
650164,31,214.220.134.147,com,complete,yes,157,53,Americas,Africa,24.82234298,488
889218,22,182.107.8.3,com,complete,yes,222,44,Asia,Asia,361.0740396,306
154917,46,194.232.227.128,com,complete,yes,141,15,Europe,Americas,267.197307,6040
375326,23,218.163.209.120,org,complete,yes,98,67,Asia,Africa,356.8958731,1483
265216,38,208.73.188.247,edu,complete,yes,81,27,Americas,Oceania,4.972261621,32
1008509,20,69.241.180.183,nl,complete,yes,250,73,Americas,Americas,325.5050479,1329
542326,38,159.37.215.233,com,complete,yes,76,38,Americas,Americas,138.3374187,1840
592864,33,68.177.55.232,com,complete,yes,195,82,Americas,Americas,144.0081393,348
81094,31,77.134.171.45,org,complete,yes,219,14,Europe,Oceania,298.3373521,692
889274,48,29.219.226.220,com,complete,no,88,61,Americas,Africa,41.11181389,71
1071844,50,23.114.25.132,co.uk,complete,no,248,34,Americas,Asia,61.82834352,227
29480,25,142.217.77.148,com,complete,yes,252,83,Americas,Asia,320.364115,4504
47315,45,146.11.148.63,org.uk,complete,yes,226,34,Oceania,Americas,253.6116749,395
869731,31,106.17.6.108,com,complete,yes,145,58,Asia,Africa,114.8291387,233
1171647,31,24.38.135.210,com,complete,no,89,54,Americas,Asia,218.5843533,186
669724,55,94.221.22.41,com,complete,yes,176,77,Europe,Europe,206.4531733,508
280638,29,33.163.93.69,co.uk,complete,yes,225,54,Americas,Americas,124.2172401,1430
957070,40,124.123.128.36,co.uk,complete,yes,111,46,Asia,Europe,168.5324139,287
2821,46,115.160.198.210,net,complete,yes,263,76,Asia,Europe,81.64079075,220
1107985,50,13.104.12.69,com,complete,yes,180,90,Americas,Europe,363.1149255,8579
846246,23,112.49.208.87,com,complete,yes,63,27,Asia,Oceania,259.1901395,19
345282,21,21.166.39.191,org,complete,yes,111,25,Americas,Asia,224.2583066,468
781986,45,151.7.190.173,com,complete,no,108,14,Europe,Oceania,297.2092593,2201
215145,30,132.61.201.165,org,complete,yes,91,96,Americas,Europe,314.0701937,928
47571,39,104.40.79.148,com,complete,yes,103,15,Americas,Americas,283.016674,400
28569,55,89.139.111.164,com,complete,yes,133,46,Asia,Asia,339.1028346,345
533378,20,150.116.197.89,org,incomplete,yes,207,48,Asia,Asia,330.0584823,626
694036,44,223.123.123.73,net,complete,yes,86,52,Asia,Asia,241.40242,581
492134,35,119.101.208.108,org,incomplete,yes,241,10,Asia,Americas,58.33073799,103
389917,27,205.237.149.148,ca,complete,no,195,41,Americas,Oceania,284.5696882,274
1104643,36,84.108.220.7,com,incomplete,yes,148,55,Asia,Europe,272.6187307,260
774488,60,64.80.18.138,org,incomplete,yes,207,59,Americas,Europe,306.7121959,3089
902780,29,202.211.189.130,com,complete,yes,153,50,Asia,Oceania,285.1634617,35
372479,50,13.184.61.131,com,incomplete,yes,218,10,Americas,Oceania,332.1083306,1128
99232,27,61.73.113.227,com,incomplete,yes,170,55,Asia,Europe,132.1665867,469
41743,33,23.173.71.95,com,complete,yes,123,43,Americas,Asia,198.5371086,362
1168957,26,100.174.31.71,org,complete,yes,106,20,Americas,Oceania,166.6660355,213
164786,20,23.229.41.134,com,complete,yes,181,10,Americas,Oceania,312.0687271,1138
798634,34,67.169.148.150,co.uk,complete,yes,118,32,Americas,Africa,43.10686206,224
918022,74,115.90.12.20,org,complete,yes,212,60,Asia,Asia,27.51552911,61
1041283,35,97.229.3.207,net,incomplete,yes,172,47,Americas,Africa,31.05851642,8
746999,30,132.64.191.206,com,complete,yes,179,38,Asia,Europe,277.9701906,204
225758,61,90.29.160.157,com,incomplete,yes,217,39,Europe,Africa,322.3227452,312
853308,40,163.15.129.75,net,complete,no,199,19,Asia,Americas,318.6045668,1340
989757,28,64.123.7.85,com,complete,yes,110,31,Americas,Africa,77.00647283,137
287893,48,114.39.31.123,com,complete,yes,102,63,Asia,Africa,82.38739548,755
291324,29,151.113.240.216,com,complete,yes,36,92,Americas,Americas,350.6389792,99
957024,35,128.6.119.17,com,complete,yes,144,62,Americas,Europe,152.8484927,664
991919,77,79.94.5.138,com,incomplete,yes,187,74,Europe,Oceania,219.3945416,173
496588,44,3.80.9.189,com,complete,yes,65,67,Americas,Europe,219.7611383,89
530419,55,54.246.22.46,com,complete,yes,165,61,Europe,Europe,202.2828531,100
707546,33,76.91.53.148,org,complete,yes,12,72,Americas,Europe,273.6030439,751
694433,33,37.101.18.203,edu,complete,yes,185,31,Europe,Asia,267.4119331,378
554982,37,167.194.175.213,com,complete,no,119,8,Americas,Oceania,134.8813343,205
1199704,42,29.179.29.227,org,complete,yes,264,77,Americas,Europe,127.1136933,250
257615,24,69.180.142.126,it,complete,yes,155,45,Americas,Europe,96.38584142,57
974458,24,170.6.92.157,co.uk,incomplete,yes,208,34,Americas,Asia,68.5268367,18
1108552,31,221.129.183.220,com,complete,yes,275,50,Asia,Europe,33.38987254,68
148814,54,77.200.50.104,edu,complete,no,224,35,Europe,Europe,194.840229,1127
523818,64,110.6.145.55,com,complete,yes,260,29,Asia,Asia,304.8958236,1036
391767,55,123.245.244.229,com.au,incomplete,no,120,68,Asia,Africa,305.8481708,276
1045598,85,78.7.175.235,com,complete,yes,158,24,Europe,Oceania,352.5253864,3257
111217,29,146.99.114.229,com,complete,yes,180,2,Asia,Asia,103.3125317,4
164703,45,158.105.102.94,com,complete,yes,136,79,Europe,Europe,184.2002542,476
1133022,21,174.205.227.236,co.uk,complete,no,162,109,Americas,Asia,181.9654131,364
256116,22,163.196.182.89,org,complete,yes,37,28,Africa,Oceania,3.509067799,11
247201,25,37.58.228.206,com,complete,yes,77,42,Europe,Oceania,174.0150292,9
629425,22,49.89.191.76,com,incomplete,yes,126,31,Asia,Oceania,228.4205589,932
1183857,27,22.48.223.27,co.uk,complete,yes,214,40,Americas,Europe,55.57703678,3
1161590,31,38.61.182.97,com,incomplete,yes,94,20,Americas,Americas,190.7944676,579
230242,26,64.114.230.150,net,complete,no,126,96,Americas,Asia,4.553620345,9
979057,37,155.57.155.50,org,incomplete,no,107,49,Americas,Americas,187.139648,210
6115,40,63.180.108.236,org,complete,no,124,56,Americas,Oceania,90.08866824,283
1002506,31,151.61.199.225,com,complete,yes,207,38,Europe,Asia,33.53011706,121
1152846,43,197.137.145.177,org,complete,yes,200,66,Africa,Europe,92.451251,205
161706,66,166.14.248.104,com,complete,yes,199,65,Europe,Africa,138.0724342,225
1176940,28,218.133.122.199,no,complete,no,235,81,Asia,Oceania,265.0314382,288
1108201,43,36.133.61.3,com,incomplete,yes,166,65,Asia,Asia,164.0632575,80
326150,48,51.65.80.149,org,complete,yes,224,60,Europe,Europe,173.6033958,464
883619,20,5.162.41.67,org,complete,yes,90,41,Asia,Americas,76.78963968,36
449510,31,190.184.232.60,co.uk,complete,yes,216,72,Americas,Americas,40.40158655,109
533926,71,101.112.125.242,com,complete,yes,115,57,Oceania,Africa,228.7781582,648
803992,25,104.174.46.176,com.br,complete,yes,177,82,Americas,Europe,268.211509,204
992536,25,185.124.6.62,com,complete,yes,123,60,Europe,Americas,97.18801121,208
597476,52,73.23.231.116,com,complete,no,130,97,Americas,Americas,61.98686537,130
516421,47,202.34.15.46,dk,incomplete,yes,149,79,Asia,Americas,226.0730947,580
289071,22,109.26.19.50,org,complete,yes,245,30,Europe,Oceania,151.2465686,471
388955,41,132.225.134.128,net,complete,yes,171,50,Americas,Americas,343.9904385,1265
596307,33,144.238.98.83,com,complete,yes,130,10,Americas,Asia,115.7939964,239
497783,41,12.188.44.225,com,complete,no,104,25,Americas,Africa,325.4554611,229
887574,31,223.16.72.233,ac.cy,complete,yes,240,71,Asia,Americas,135.2930499,992
554006,29,109.220.217.190,com,complete,yes,171,52,Europe,Asia,219.130179,701
700101,24,177.62.241.92,edu,complete,yes,231,83,Americas,Africa,203.5755883,301
517525,44,171.84.75.249,com,incomplete,no,623,390,Asia,Oceania,351.9955497,774
731691,29,130.74.65.232,com,complete,yes,177,46,Americas,Europe,199.3024128,100
1089988,29,146.228.7.154,com,complete,yes,156,46,Europe,Asia,131.0564775,314
121543,30,182.174.125.204,com,complete,no,147,29,Asia,Americas,203.8283482,432
575405,49,155.50.135.82,com,complete,yes,79,46,Americas,Africa,298.9671332,1323
4873,22,176.22.69.42,com,complete,yes,197,71,Europe,Europe,193.4931314,159
70183,31,120.156.44.151,com,complete,yes,177,37,Oceania,Asia,274.2205937,1092
203583,38,190.210.90.101,com,incomplete,no,173,69,Americas,Europe,123.7819916,190
856430,83,216.219.95.2,sk.ca,complete,yes,132,77,Americas,Oceania,221.7536213,459
693004,37,81.8.92.64,net,complete,yes,257,164,Asia,Africa,315.1407058,861
180793,21,186.140.5.225,com,complete,yes,112,17,Americas,Africa,291.7513317,131
285642,42,93.103.47.98,com,complete,yes,191,64,Europe,Asia,32.67066673,490
695460,28,217.191.80.171,com,complete,no,222,64,Europe,Africa,241.6669939,177
303376,40,83.181.23.201,com,complete,yes,152,61,Europe,Asia,151.2436704,57
1140938,48,1.131.223.42,edu,incomplete,yes,92,46,Oceania,Oceania,184.9070134,836
104612,32,20.33.247.199,co.uk,complete,yes,61,95,Americas,Europe,240.5341748,452
606774,38,215.196.140.36,com,incomplete,yes,258,110,Americas,Americas,151.7663269,211
129071,53,49.181.57.157,com,incomplete,no,171,46,Oceania,Europe,15.7844529,56
896821,30,93.218.98.50,com,complete,yes,151,30,Europe,Asia,87.57169448,215
747256,49,72.193.249.74,org.uk,incomplete,yes,89,25,Americas,Africa,257.1173383,790
985438,24,118.35.70.108,com,complete,yes,236,96,Asia,Asia,356.2792416,722
421788,33,44.198.47.81,com,complete,yes,114,62,Americas,Oceania,32.36561636,117
536752,24,147.175.187.212,com,incomplete,yes,173,71,Europe,Africa,101.3095506,213
668642,24,54.235.43.49,net,complete,yes,105,80,Americas,Americas,264.4228086,274
12871,33,34.168.129.78,com,complete,yes,165,25,Americas,Oceania,149.3560009,15
646246,22,215.176.160.117,org.uk,complete,yes,206,35,Americas,Europe,360.1950886,586
924654,25,203.231.237.189,org.uk,complete,yes,91,36,Asia,Americas,62.9835327,355
761461,28,173.246.142.124,it,complete,no,153,53,Americas,Oceania,207.2971533,47
686628,31,115.7.83.237,net,incomplete,yes,250,26,Asia,Africa,186.149969,63
928409,31,203.81.69.234,cz,complete,yes,44,79,Asia,Oceania,226.6123209,404
868320,25,53.129.6.171,com,complete,yes,100,82,Europe,Americas,31.43282086,95
959960,33,191.160.26.112,com,complete,yes,166,45,Americas,Asia,201.0083434,226
26597,29,151.100.226.108,com,complete,yes,139,79,Europe,Americas,235.430384,3738
212264,52,84.246.59.72,net,complete,no,223,82,Europe,Europe,187.035538,1184
550399,34,19.40.199.13,com,complete,yes,137,67,Americas,Africa,288.7200101,758
918802,33,13.59.81.249,com,complete,yes,189,39,Americas,Asia,175.0541541,838
430065,42,114.43.31.177,org,complete,yes,92,39,Asia,Americas,345.1312132,1007
514182,31,128.147.144.162,com,incomplete,yes,243,34,Americas,Americas,349.9876765,367
306520,31,74.177.136.129,com,complete,yes,186,50,Americas,Asia,213.2752638,130
831762,42,117.107.76.26,org,incomplete,yes,183,80,Asia,Americas,316.9106612,1014
817546,29,119.21.173.150,com,complete,yes,210,74,Asia,Asia,48.63187063,108
1077214,37,134.39.39.18,net,complete,yes,203,86,Americas,Africa,20.5287937,9
1070819,31,130.36.220.115,com,incomplete,yes,129,29,Americas,Asia,226.0037112,922
354067,28,164.211.35.69,fi,complete,yes,235,62,Americas,Oceania,82.51015428,113
736173,34,13.222.151.227,net,complete,yes,148,62,Americas,Africa,161.4293795,831
1051493,31,122.80.93.233,ac.uk,complete,yes,190,86,Asia,Africa,220.2086034,527
433364,34,69.206.90.237,com,complete,yes,209,70,Americas,Europe,262.008679,739
402432,90,101.152.225.222,com,complete,yes,206,40,Asia,Europe,35.52875798,73
675541,24,30.49.17.244,com,complete,yes,176,36,Americas,Oceania,63.90576673,633
269196,27,203.25.220.177,com,incomplete,no,127,75,Asia,Africa,86.54753237,174
12511,32,158.121.120.173,com,incomplete,yes,172,58,Americas,Asia,296.9430942,680
274448,58,164.4.35.30,com,complete,yes,146,38,Europe,Asia,255.7697376,431
841089,30,214.98.107.79,com,complete,no,60,72,Americas,Africa,227.94949,429
988531,25,208.99.122.198,com,complete,yes,75,55,Americas,Asia,321.0640606,395
336396,38,147.41.165.38,com,incomplete,no,243,21,Oceania,Asia,215.7337775,50
1041043,21,18.54.238.247,com,incomplete,no,178,103,Americas,Africa,171.4830072,667
806686,29,54.244.33.22,com,complete,no,129,32,Americas,Americas,209.2551814,30
143345,29,7.126.88.184,com,complete,no,148,7,Americas,Asia,276.1896651,476
450008,46,11.59.8.84,com,complete,no,232,26,Americas,Oceania,48.41322844,116
656079,22,175.119.90.219,com,complete,yes,155,61,Asia,Americas,270.0026238,486
952416,28,182.105.31.64,com,incomplete,yes,125,66,Asia,Asia,97.71440896,225
947166,52,7.215.139.17,edu,complete,yes,141,53,Americas,Europe,300.003948,100
432450,21,143.185.34.143,nl,complete,yes,172,90,Americas,Oceania,65.88771695,249
226150,76,81.167.50.100,com,complete,yes,154,6,Europe,Asia,36.31364916,111
46717,35,104.59.248.5,com,incomplete,yes,219,39,Americas,Asia,192.8665697,303
171043,24,155.199.199.196,com,complete,yes,149,6,Americas,Americas,5.869316672,65
151644,26,196.19.191.247,com,complete,no,87,40,Americas,Europe,136.7257155,17
681585,33,7.78.247.53,com,complete,yes,235,62,Americas,Africa,184.2015143,407
163631,19,6.68.86.189,com,complete,yes,168,60,Americas,Europe,117.5137983,200
1015056,24,41.106.229.102,com,complete,yes,255,65,Africa,Oceania,345.5519434,454
1055874,30,68.106.85.176,com,complete,yes,210,61,Americas,Asia,310.8060227,1810
678347,30,159.43.1.224,com,complete,yes,205,50,Americas,Oceania,146.4852274,1966
978145,41,15.235.227.128,com,complete,yes,91,80,Americas,Americas,240.4489723,627
939880,27,53.129.15.176,com,complete,no,145,73,Europe,Americas,66.7858518,30
494715,26,29.22.68.33,com,complete,no,55,71,Americas,Asia,322.9824455,748
300048,42,207.114.239.122,org,complete,no,150,91,Americas,Africa,67.47242441,85
65170,38,80.171.112.177,org,complete,yes,49,15,Europe,Asia,247.7192792,512
800048,24,126.84.144.228,com,incomplete,no,741,421,Asia,Oceania,138.2852455,222
749254,23,85.187.135.107,org,complete,yes,221,6,Americas,Asia,244.6275131,22
433603,24,173.75.241.129,com,complete,yes,23,46,Americas,Americas,245.7455391,1369
414640,58,8.210.223.242,com,complete,yes,127,82,Asia,Europe,271.2575436,392
553665,24,42.236.80.24,com,complete,no,155,2,Asia,Europe,285.0150137,888
1114783,29,11.47.155.63,co.jp,complete,yes,148,26,Americas,Africa,23.69749313,22
489941,20,165.199.190.230,com,complete,yes,107,45,Americas,Asia,309.5050113,878
34047,22,216.216.48.49,org,complete,yes,157,70,Americas,Americas,102.7995776,208
179548,23,170.152.110.56,net,incomplete,yes,142,46,Americas,Europe,135.658541,30
1134052,49,40.246.58.24,org,incomplete,yes,252,28,Americas,Europe,15.76567323,16
809786,18,11.194.53.30,com,complete,yes,252,59,Americas,Europe,113.5866639,103
933075,33,196.105.78.126,com,incomplete,yes,205,25,Africa,Africa,272.9509222,291
1194591,35,162.222.85.18,net,complete,yes,84,97,Americas,Africa,303.5481771,96
952941,24,100.144.103.67,com,complete,yes,126,95,Americas,Africa,120.6591615,532
369331,23,187.222.187.13,com,incomplete,no,532,270,Americas,Asia,301.0744143,806
714862,26,90.245.133.103,com,complete,no,151,61,Europe,Asia,100.1513953,481
1162754,30,159.241.141.52,com,complete,yes,74,21,Europe,Africa,47.77144469,147
879767,35,80.237.74.186,com,complete,yes,112,66,Europe,Americas,201.7788684,298
159492,33,76.195.209.197,com,complete,no,174,14,Americas,Europe,149.2385974,455
694931,34,57.249.46.136,com,complete,no,58,42,Europe,Africa,233.020175,908
980322,57,124.153.106.193,com,incomplete,yes,185,66,Asia,Americas,86.81184393,113
461499,41,193.150.76.54,com,complete,yes,181,81,Europe,Europe,337.6037967,4863
516364,24,201.17.241.135,org,complete,no,205,57,Americas,Europe,254.5741818,114
338416,32,100.55.95.29,com,incomplete,yes,177,98,Americas,Americas,180.1311453,306
703390,34,99.68.151.161,org,complete,yes,61,54,Americas,Oceania,352.8609866,1383
306284,25,155.174.156.103,com,incomplete,yes,253,25,Americas,Asia,95.89035095,52
313134,50,35.246.200.125,ne.jp,complete,yes,180,28,Americas,Europe,340.6688331,530
818941,26,184.5.215.228,co.uk,complete,yes,233,37,Americas,Americas,301.6182211,167
1082956,42,130.239.14.126,org,complete,yes,180,41,Europe,Asia,201.7427969,44
21739,44,69.69.68.198,com,complete,no,58,62,Americas,Africa,189.7341975,301
291682,21,2.5.200.20,org,complete,yes,232,27,Europe,Europe,332.4553159,1496
855468,22,19.203.223.110,org.au,incomplete,yes,183,30,Americas,Oceania,115.2602462,308
1017171,25,191.92.12.143,com,complete,yes,128,57,Americas,Asia,228.7265538,483
361740,32,86.91.20.65,com,complete,yes,172,37,Europe,Oceania,9.085552896,23
462965,52,194.79.11.93,com,incomplete,yes,122,43,Europe,Africa,17.08283305,39
759625,26,194.198.236.218,com,complete,yes,160,77,Europe,Americas,213.6783504,1243
767289,36,152.197.96.13,com.au,complete,no,161,43,Americas,Americas,86.67682621,199
1135429,43,73.96.243.1,de,complete,yes,125,71,Americas,Americas,336.0333664,232
373873,22,182.152.247.98,com,complete,yes,262,49,Asia,Africa,191.262338,528
207778,53,183.226.188.26,com,complete,yes,227,19,Asia,Asia,221.4221375,216
190640,27,67.239.35.38,com,complete,yes,127,25,Americas,Asia,340.3932764,634
751790,27,40.171.159.32,com,incomplete,yes,83,96,Americas,Asia,21.68647382,94
266482,31,168.185.224.249,edu,complete,yes,194,83,Americas,Americas,264.7002624,753
284301,35,221.184.1.168,com,incomplete,yes,70,28,Asia,Oceania,364.8094107,955
892983,39,169.120.131.188,net,incomplete,no,217,55,Americas,Oceania,110.4773162,151
904484,35,142.99.132.152,com,complete,yes,212,39,Americas,Africa,211.2042996,4
279830,22,63.117.224.89,it,complete,yes,224,63,Americas,Europe,242.3370073,524
1160577,35,32.25.221.120,co.uk,incomplete,yes,186,72,Americas,Africa,231.0126153,500
563270,45,95.15.174.39,net,complete,yes,226,110,Asia,Americas,350.0611636,3400
20535,25,97.218.135.85,com,complete,yes,96,79,Americas,Asia,248.133191,168
915393,33,89.247.58.107,com,complete,no,195,21,Europe,Americas,19.85173309,35
47051,60,25.133.149.131,com,complete,yes,177,-3,Europe,Africa,109.2185358,226
1018228,26,110.79.196.110,com,incomplete,no,709,348,Asia,Africa,204.6377633,816
861097,34,132.154.147.237,gov,complete,no,39,52,Asia,Africa,134.7742045,64
971348,31,35.104.121.161,com,complete,yes,144,65,Americas,Africa,231.1468297,45
555544,45,115.50.168.232,org,complete,yes,173,88,Asia,Europe,270.0560128,519
474940,37,130.218.111.134,com,complete,yes,117,80,Americas,Europe,319.1090057,273
168629,35,150.88.60.121,com,complete,yes,201,55,Asia,Europe,277.0021236,749
654419,34,202.196.22.4,com,complete,yes,83,49,Asia,Oceania,95.16642288,277
788375,26,20.31.201.87,net,complete,yes,221,90,Americas,Africa,242.2113906,559
28551,42,49.191.202.133,org,incomplete,yes,134,38,Oceania,Oceania,130.0040534,59
982620,27,3.89.246.101,co.uk,complete,yes,253,21,Americas,Americas,138.3897601,702
955979,35,165.32.174.140,com,complete,yes,246,48,Americas,Asia,228.2092932,48
379127,29,197.29.113.219,edu,complete,yes,94,33,Africa,Asia,107.6780919,509
143253,52,204.80.166.23,com,complete,yes,261,67,Americas,Asia,332.3819052,292
1195865,35,203.115.249.225,de,incomplete,yes,171,54,Asia,Asia,64.98228086,54
879728,75,174.247.102.67,com,complete,yes,232,75,Americas,Africa,147.7973853,731
432507,19,15.77.160.231,cz,complete,yes,136,80,Americas,Africa,248.3996219,653
421042,38,30.152.178.240,com,complete,yes,105,25,Americas,Europe,355.3203371,1124
554178,23,118.201.50.11,com,incomplete,no,739,361,Asia,Europe,218.906867,2871
533705,28,212.240.186.135,com,complete,yes,276,28,Europe,Africa,269.4487996,258
806371,49,107.153.134.134,fr,complete,yes,187,70,Asia,Asia,132.1405438,315
506432,71,54.181.37.8,com,complete,yes,234,46,Asia,Europe,50.1888813,106
1039409,30,149.114.136.214,com,incomplete,yes,107,58,Americas,Europe,284.9026602,36
883473,49,39.222.238.32,com,complete,no,144,95,Asia,Europe,333.0009051,618
776131,27,217.71.108.180,com,complete,yes,159,65,Americas,Europe,82.50958523,11
799073,42,87.68.49.233,org,complete,no,195,30,Asia,Africa,212.0460986,660
992173,22,177.138.222.118,com,complete,yes,200,63,Americas,Oceania,54.03646636,130
854133,30,18.237.122.22,com,complete,yes,66,17,Americas,Africa,354.2424068,678
642303,35,123.62.27.12,co.uk,complete,yes,158,18,Asia,Europe,151.4136171,387
416284,34,30.160.176.46,org,complete,yes,208,30,Americas,Asia,148.6507803,358
531548,26,84.140.15.80,com,complete,yes,270,51,Europe,Americas,74.56007158,51
969502,32,174.37.35.212,com,complete,yes,119,97,Americas,Africa,160.160985,91
548501,24,145.146.4.40,org,incomplete,yes,210,34,Europe,Oceania,16.27849347,35
846725,53,1.145.247.216,com,complete,no,57,54,Oceania,Asia,175.2536646,231
319225,52,9.189.49.186,ru,complete,yes,207,64,Americas,Africa,33.74175298,18
1171294,52,61.142.233.233,org,complete,yes,218,50,Asia,Europe,167.2775317,387
43341,48,196.94.119.102,com,incomplete,yes,158,70,Africa,Asia,190.2934058,141
369857,39,12.40.145.181,com,incomplete,yes,191,45,Americas,Asia,25.27021889,126
140835,21,176.22.242.236,com,complete,yes,194,39,Europe,Americas,187.7768615,430
1040136,33,154.236.142.199,edu,complete,yes,247,0,Africa,Oceania,216.3820685,5174
37061,64,115.247.230.219,com,complete,yes,252,63,Asia,Oceania,256.0379738,492
251214,35,89.204.153.61,org,complete,yes,192,71,Europe,Africa,272.3605114,7
264387,30,159.209.46.234,com,complete,yes,219,61,Americas,Oceania,329.0207048,566
478085,48,55.16.104.140,com,complete,yes,208,69,Americas,Africa,287.4155529,314
682766,35,3.156.67.131,info,incomplete,no,826,518,Americas,Africa,162.5732536,415
666988,34,183.239.183.198,com,complete,yes,123,65,Asia,Americas,265.3548165,25
1035302,69,69.97.41.196,org,complete,yes,71,60,Americas,Europe,140.6533731,116
1058293,30,95.51.210.81,com,complete,yes,238,63,Europe,Asia,346.7877516,749
295790,54,55.132.241.98,com,complete,yes,179,19,Americas,Americas,294.7808937,1257
113702,34,158.206.150.214,org,complete,yes,277,25,Asia,Europe,18.8768529,13
1096103,51,71.142.78.227,ac.za,complete,yes,26,23,Americas,Africa,77.23433595,89
1039115,46,200.203.18.195,edu,complete,yes,99,33,Americas,Europe,349.168617,93
1016184,43,218.224.181.99,com,complete,yes,103,23,Asia,Americas,306.7397081,1473
593798,27,170.195.190.164,com,complete,yes,157,25,Americas,Europe,219.0008863,559
546541,27,191.88.125.162,com,complete,yes,87,52,Americas,Africa,364.4095285,2736
445446,37,206.84.44.109,com,incomplete,yes,201,42,Americas,Asia,255.4380512,653
792312,44,207.86.178.113,com,complete,no,245,55,Americas,Europe,308.9178588,1050
916761,34,137.214.98.32,org,complete,yes,255,71,Africa,Africa,283.0672952,773
206264,36,14.194.156.4,com,complete,yes,70,43,Asia,Asia,88.88793895,651
371181,34,125.130.228.49,com,complete,yes,205,67,Asia,Americas,337.5267723,82
850398,30,217.110.169.234,info,complete,no,222,63,Europe,Europe,334.5708233,809
705953,30,193.175.35.137,org,incomplete,yes,191,25,Europe,Europe,164.133891,63
355110,31,79.187.210.110,com,incomplete,yes,131,89,Europe,Asia,262.4462744,547
1120253,29,35.152.93.49,com,incomplete,yes,215,25,Americas,Europe,192.6699437,140
62075,42,118.7.116.174,org,complete,yes,-6,56,Asia,Asia,105.9227685,292
32903,29,92.67.165.236,org,complete,yes,236,51,Europe,Oceania,307.7503215,573
489700,25,104.57.155.206,com,incomplete,no,109,39,Americas,Africa,38.05346138,98
660783,25,90.6.222.34,com,incomplete,yes,110,19,Europe,Asia,30.53020774,8
496821,21,187.135.184.85,co.jp,complete,yes,41,47,Americas,Americas,82.75324902,1036
889971,31,51.232.33.241,com,complete,yes,120,63,Americas,Africa,343.5595272,476
762717,51,30.63.48.248,com,complete,yes,219,56,Americas,Africa,287.9304357,885
